35184372161054|John|Sotto|male|571708800000|1347530387849|124.158.42.236|Firefox|828|en|John35184372161054@gmail.com;John35184372161054@gmx.com;John35184372161054@yahoo.com;John35184372161054@zoho.com|1021;1525;2826;2871;3037|5525,2007|960,2008;963,2007;964,2008;395,2007;955,2007
35184372142003|Frederick|Baldini|male|398044800000|1347531553784|41.138.202.41|Chrome|1380|en;ar|Frederick35184372142003@gmail.com;Frederick35184372142003@gmx.com;Frederick35184372142003@yahoo.com;Frederick35184372142003@zoho.com|528;2916;2996|6476,2001|1297,2002;1298,2002;1300,2003;1302,2002
35184372093118|Sanjay|Anand|male|581990400000|1347533555467|103.1.131.183|Firefox|117|te;bn;en|Sanjay35184372093118@gmail.com;Sanjay35184372093118@gmx.com;Sanjay35184372093118@yahoo.com|4;571;1187;2931;8163;10222;12296|3650,2007|554,2008
35184372106773|Aghakhan|Hasanov|female|403056000000|1347534116517|93.88.84.61|Internet Explorer|510|az;en|Aghakhan35184372106773@gmail.com|6;59;140;277;280;287;288;581;592;775;975;976;1024;1032;1200;1545;1671;1753;1993;2002;2004;2015;2057;2071;2073;2085;2089;2093;2097;2107;2117;2777;2778;2779;2780;2785;2789;2804;2813;2814;2815;2820;2841;2842;2865;2896;2902;2920;2939;2948;2952;3016;3035;3037;3042;3058;3099;6645;6971;6993;7032;7509;7517;7523;7538;7582;7598;9209|1786,2001|104,2003
35184372116639|Yang|Yang|male|415152000000|1347536676341|14.134.202.170|Chrome|482|zh;en|Yang35184372116639@gmail.com|6;973;974;1174;1185;1187;1199;2008;2052;2837;9174|2210,2003|
35184372142439|Abdullah|Leong|female|386294400000|1347538876154|42.191.32.158|Firefox|1210|te;pa;en|Abdullah35184372142439@gmx.com|58;9326|5000,2001|759,2003;761,2001
35184372159471|Jun|Zhou|female|571104000000|1347539901265|14.192.61.246|Firefox|416|zh;en|Jun35184372159471@gmail.com;Jun35184372159471@gmx.com|6;206;774;973;1033;1173;1177;1178;1204;1454;1940;2057;2065;6413;11379;11531;11577;11642;11742|2214,2006|
35184372147563|John|Smith|male|331171200000|1347541521579|24.49.71.190|Firefox|879|es;en|John35184372147563@gmx.com;John35184372147563@yahoo.com|1438;9102|6803,2001|
35184372098266|Jie|Zhang|male|535852800000|1347543673849|1.2.47.91|Firefox|346|zh;en|Jie35184372098266@gmx.com;Jie35184372098266@yahoo.com|6;565;778;973;976;1187;2919;2927;6413;6945;7516;9163|2205,2006|935,2007;936,2007;905,2007;925,2008;910,2008
35184372160959|Nikhil|Singh|female|459043200000|1347546619340|61.95.148.51|Internet Explorer|124|or;hi;en|Nikhil35184372160959@gmail.com;Nikhil35184372160959@hotmail.com|1;288;591;776;1677;1759;2804;2818;2844;2887;2953;2968;3026|3901,2002|550,2002
35184372096260|André|Atem|female|501897600000|1347546700674|41.205.16.11|Internet Explorer|1048|en|Andre35184372096260@yahoo.com|285;441;1761;2019;2800;2832;4994;5116;5446;5531;5677;6369;7340;7756;7853;8219;8481;9738;9868;10410;11121;11211|1980,2004|209,2005;205,2006
35184372157633|Juan|Aquino|female|481161600000|1347547603218|116.93.73.228|Firefox|803|en|Juan35184372157633@gmail.com;Juan35184372157633@gmx.com;Juan35184372157633@supermail.ru;Juan35184372157633@yahoo.com|138;144;205;565;566;575;783;976;1021;1033;1164;1176;1188;1192;1199;1444;1547;1760;1941;1988;1989;1992;1996;2014;2020;2023;2026;2073;2779;2786;2787;2797;2984;6368;7015;9055;9097;9170;9354;9477;11408;11537;11622;11637;11648;11695;11745|5523,2004|960,2004;961,2005;964,2005;959,2004
35184372134485|Aharon|Ben Dhifallah|female|367891200000|1347547611567|213.150.173.224|Chrome|1397|ar;fr;en|Aharon35184372134485@gmail.com;Aharon35184372134485@hotmail.com;Aharon35184372134485@yahoo.com|1990;2022;2048;2052;2073;4073;6413;7349|6540,2001|1320,2002;1322,2002;1324,2003
35184372144774|Chen|Zhang|female|352252800000|1347548978203|1.1.11.66|Chrome|389|zh;en|Chen35184372144774@gmail.com;Chen35184372144774@gmx.com|6;574;775;1174;1189;1767;1940;2001;2048;2814;2841;6945;9058;11537|2212,2000|916,2002;937,2000;923,2001
